,C&H-Heating-Project-Construction-North
,Power-MPP-Oprtns-Construct-SubContarcting
,CMG-New Product Business-Liquid Process Filtration
,Corporate Ser-EXIM-B&H&other div-Exports
,B&H-Corporate Functions-Legal
,C&W-Chemical-PPG&OFC-Business Development
,RTIC-IGCC
,C&H-Heating-FM&GS-MED&IED-PLES
,Power-MPP-Engg
,Power-LPP-Oprtns-Construct-Site-Electrical
,C&H-Services-Tech Ser
,Power-Corporate Functions-Strategic&Global Intiatives
,C&H-Cooling-Oprtns
,C&W-SSG-O&M-Service
,CMG-North&West-Har+Raj
,C&W-Chemical-Pulp&Paper-Sales-Support
,CMG-North&West-Punjab
,"HR,IR,Admin-HR-C&H-SSBU"
,C&H-Services-South-Cooling
,RTIC-Geothermal
,RTIC-Project Mgmt
,C&W-SSG-R&R-Oprtns-Quality
,C&H-Heating-Product-Sales Mktg&Prod Dev-East
,C&H-Heating-Product-QC
,"Power-MPP-Sales-Oil,Gas&Solar"
,Corporate Ser-EXIM-Imports-C&H
,C&W-Chemical-Construction Chemical-Sales
,"HR,IR,Admin-HR-C&H-Heating"
,C&H-Heating-Project-QC-Site
,"Enviro-Design-Scrubbers,Process Filters&RABH"
,C&W-WWS-Marketing
,CSG-Category Management RM
,Energy Rental-Corporate
,C&H-Services-Oprtns-O&M-South
,C&H-Cooling-CHPC&Solar
,C&H-Heating-Project-Construction
,C&H-Heating-Product-QC-Vendor
,C&W-Chemical-Oprtns-Stores[Jhagadia]
,C&W-Chemical-Construction Chemical-Sales-East
,C&H-Heating-Product-Sales Mktg&Prod Dev-North
,C&H-Services-East-Sales-COBR
,RTIC-EID
,"HR,IR,Admin-HR-C&W-Chemical"
,C&W-Chemical-Construction Chemical-PMG
,"HR,IR,Admin-HR-RTIC"
,C&W-Chemical-Oprtns-Safety[Jhagadia]
,TIL-MPP-Engg-Detail Engg-Civil
,"HR,IR,Admin-HR-Enviro"
,"Enviro-Sales,Propsl-Prdt Mgmt&Inovtn-Bagfilters"
,Enviro-Manufacturing-Plant
,Corporate Fin-EXIM-Log
,Enviro-Sourcing-Stores
,"HR,IR,Admin-HR-C&W-SSG"
,"HR,IR,Admin-ER-Savli"
,Enviro-INO-QAC-Projects
,C&W-Chemical-Pulp&Paper-Sales-East
,"HR,IR,Admin-HR-IBG"
,C&H-Cooling-Intl Sales-HO
,Power-O&M-Oprtns-Commercial
,Danstoker-Production/SCM-Prep. & Calc.
,Danstoker-Sales-Secretarial & Marketing
,Danstoker-Sales-Sales Teams
,Danstoker-Production/SCM-Design
,Danstoker-Production/SCM-Planning
,Danstoker-Sales-Bio Fuel & R&D
,Danstoker-Corporate Identity
,Danstoker-Corporate
,Danstoker-Finance
,Danstoker-Production/SCM-Product Management
,Danstoker-Finance-Logistics
,Danstoker-Sales-Projects
,Danstoker-Finance-Accounting
,Danstoker-Finance-Stores
,Danstoker-Sales-Sales Danstoker Sweden
,Danstoker-Finance-Human Resource
,Danstoker-Production/SCM-Workshop
,Danstoker-Sales-Services
,Danstoker-Corporate-QM/QA  & Lean
,Danstoker-Finance-Purchase
,Danstoker-Finance-IT
,Danstoker-Corporate-QC
,Danstoker-Production/SCM-Prod. & Planning Development
,Danstoker-Finance-ERP Project
,Danstoker-Finance-Canteen
,TECC-Fin
,TIL-MPP-Oprtns-ERP&MIS
,TIL-LPP-Corporate
,TECC-ISO&MIS&Workplan
,TECC-Contract Cell
,C&H-Heating-Project-EPC-Engg-Bi Drum
,Power-MPP-Oprtns-Post Sales
,Power-LPP-Corporate
,Power-LPP-Oprtns-Construct-Site-Mechanical
,C&W-Chemical-Intgrtd Ser-Prdts Dev&Tech Ser
,"Corporate Fin-Treasury,Itnl&OSM"
,Power-SPP-EPC
,Power-O&M-Operations-Training
,Legal&Taxation-Income Tax
,Legal&Taxation-Excise
,Legal&Taxation-Corporate
,Legal&Taxation-Sales Tax
,Legal&Taxation-Insurance
,Legal&Taxation-Legal
